PSDI,InChi,LogS (log(mol/L)),LogS Temperature (C),LogS Solvent InChi,Misc. MoleFraction,Misc. Temperature (C),Misc. Solvent InChi,Source,Citation,Master Version
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.55,70.8,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.67,65.6,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.76,63.6,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.94,60.7,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.1,107.3,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.14,100.0,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.2,94.0,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.26,88.7,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.33,83.2,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.37,79.1,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.44,75.8,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.51,72.6,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.59,69.2,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.65,67.3,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.74,63.7,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.78,62.3,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.83,60.9,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.88,59.4,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.93,58.1,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.05,114.15,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.11,104.05,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.16,98.25,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.2,93.55,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.28,87.55,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.41,78.45,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.5,73.85,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.62,67.95,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.7,65.15,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.82,61.25,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.96,57.45,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.1,62.6,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.19,63.5,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.27,64.1,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.36,64.4,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.47,63.8,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.58,62.7,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.67,61.5,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.76,60.3,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.83,59.0,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.89,57.9,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.95,57.0,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.06,62.06,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.15,63.22,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.22,64.07,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.27,64.35,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.52,63.66,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.61,62.63,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.64,62.03,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.75,60.39,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.84,58.77,InChI=1S/CHCl3/c2-1(3)4/h1H,DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.0,78.3,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.03,76.4,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.08,74.0,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.15,70.8,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.2,69.1,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.32,65.6,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.41,63.4,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.53,61.3,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.69,59.0,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.85,57.3,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,1.0,56.1,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.2,72.7,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.4,66.6,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.51,62.6,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.78,59.8,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.23,75.5,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.39,69.5,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.58,64.4,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.75,60.2,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.19,79.9,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.35,70.3,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.68,64.2,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.7,60.4,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.16,88.4,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.24,78.6,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.56,76.2,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.8,62.0,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.67,60.3,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.58,60.9,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.6,61.1,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.59,61.5,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.57,61.8,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.55,62.3,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.45,63.1,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.49,63.5,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.43,63.9,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.42,64.1,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.39,64.5,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.33,64.9,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.34,65.1,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.38,65.8,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.29,65.9,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.3,66.1,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.36,66.2,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.35,66.3,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.27,66.4,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.2,67.6,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.24,67.6,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.3,67.6,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.22,67.9,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.16,68.2,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.18,68.4,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.24,68.4,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.15,68.5,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.2,69.1,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.12,69.2,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.17,69.6,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.18,69.6,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.11,69.7,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.16,69.9,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.19,69.9,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.23,70.1,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.07,70.2,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.13,70.2,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
PSDI000043,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,,,,0.08,70.3,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",DDB2023,"Dortmund Data Bank, 2023, www.ddbst.com",0.0.4
