PSDI,InChi,HLC (mol m-3 Pa-1),HLC Temperature (C),HLC Solvent InChi,Source,Citation,Master Version
PSDI0018B0,InChI=1S/CH3I/c1-2/h1H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0018B3,InChI=1S/C2H3NS/c1-3-2-4/h1H3,0.16,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2007.02.019,0.0.8
PSDI0018B7,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0018BB,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJMS.2006.10.016,0.0.8
PSDI0018C8,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC00277A053,0.0.8
PSDI0018C9,"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",0.33,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/BG-5-1287-2008,0.0.8
PSDI0018CB,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0018D1,"InChI=1S/CH5N/c1-2/h2H2,1H3",0.89,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JCTB.5010170103,0.0.8
PSDI0018DD,InChI=1S/CH2I2/c2-1-3/h1H2,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0045-6535(95)00009-W,0.0.8
PSDI0018DF,"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)",1500.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE800517R,0.0.8
PSDI0018E0,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2005.06.021,0.0.8
PSDI0018E1,InChI=1S/C2H3NO/c1-3-2-4/h1H3,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.5194/ACP-19-4419-2019,0.0.8
PSDI0018F8,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",210.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2004.05.013,0.0.8
PSDI001924,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",190.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI001936,"InChI=1S/C14H18N2O5/c1-7-10(9(3)17)8(2)13(16(20)21)11(14(4,5)6)12(7)15(18)19/h1-6H3",3.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI001953,"InChI=1S/C14H31N/c1-4-5-6-7-8-9-10-11-12-13-14-15(2)3/h4-14H2,1-3H3",4.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI00196D,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",0.13,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1051/LAIT:2003012,0.0.8
PSDI001973,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(97)00199-4,0.0.8
PSDI001975,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHROMA.2014.03.040,0.0.8
PSDI00197A,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",0.56,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI00197C,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI00197D,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/IE010444J,0.0.8
PSDI001982,"InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700418A,0.0.8
PSDI001989,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",1.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI00198F,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(99)00193-4,0.0.8
PSDI001993,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(99)00193-4,0.0.8
PSDI001994,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0011-9164(04)90174-9,0.0.8
PSDI001995,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",0.32,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JPS.2600670510,0.0.8
PSDI00199D,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",3200.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE800517R,0.0.8
PSDI0019A1,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",3300.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI0019AA,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",2100.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2009.05.005,0.0.8
PSDI0019AE,InChI=1S/C4H8N2O2/c7-5-6-1-3-8-4-2-6/h1-4H2,390.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1093/JNCI/56.6.1125,0.0.8
PSDI0019B0,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(99)00193-4,0.0.8
PSDI0019B8,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE000065H,0.0.8
PSDI0019BA,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",0.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JPS.2600670510,0.0.8
PSDI0019C3,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",0.04,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2014.05.023,0.0.8
PSDI0019C4,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI0019C6,"InChI=1S/C4H10S/c1-3-4-5-2/h3-4H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1111/J.1365-2621.1980.TB00916.X,0.0.8
PSDI0019DD,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001A3D,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,0.67,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001A3E,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3",0.22,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE9900326,0.0.8
PSDI001A43,InChI=1S/N2/c1-2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00645706,0.0.8
PSDI001A44,InChI=1S/NO2/c2-1-3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP992929F,0.0.8
PSDI001A45,InChI=1S/N2O4/c3-1(4)2(5)6,0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0009-2509(80)80082-0,0.0.8
PSDI001A46,InChI=1S/CH3NO2/c1-2(3)4/h1H3,0.35,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE9900326,0.0.8
PSDI001A49,InChI=1S/ClNO/c1-2-3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP972143M,0.0.8
PSDI001A4B,InChI=1S/N2O/c1-2-3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0304-4203(80)90024-9,0.0.8
PSDI001A81,"InChI=1S/C7H7ClO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",0.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI001A85,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",6.5,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001A95,"InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H",1.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700612B,0.0.8
PSDI001AB3,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",3.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001AB6,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHROMA.2014.03.040,0.0.8
PSDI001ABF,InChI=1S/C10Cl8/c11-3-1-2(5(13)9(17)7(3)15)6(14)10(18)8(16)4(1)12,1.2,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2016.10.009,0.0.8
PSDI001AD6,"InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00648882,0.0.8
PSDI001AD8,"InChI=1S/C8H24O4Si4/c1-13(2)9-14(3,4)11-16(7,8)12-15(5,6)10-13/h1-8H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.2754,0.0.8
PSDI001ADA,"InChI=1S/C8H24O2Si3/c1-11(2,3)9-13(7,8)10-12(4,5)6/h1-8H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.2754,0.0.8
PSDI001ADB,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",0.02,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/JSFA.1137,0.0.8
PSDI001ADD,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(99)00193-4,0.0.8
PSDI001ADF,InChI=1S/C8H16Br2/c9-7-5-3-1-2-4-6-8-10/h1-8H2,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2006.01.057,0.0.8
PSDI001B2F,InChI=1S/O2/c1-2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0304-4203(02)00034-8,0.0.8
PSDI001B39,InChI=1S/O3/c1-3-2,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"The solubility of ozone in aqueous solutions of sulfuric, phosphoric, and perchloric acids",0.0.8
PSDI001B3A,"InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H",0.76,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001B3B,"InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",0.9,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2006.04.009,0.0.8
PSDI001B3C,"InChI=1S/C14H22O/c1-13(2,3)10-14(4,5)11-6-8-12(15)9-7-11/h6-9,15H,10H2,1-5H3",2.3,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2004.05.013,0.0.8
PSDI001B4E,InChI=1S/C6H4BrF/c7-5-1-3-6(8)4-2-5/h1-4H,0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001B54,"InChI=1S/C7H7Br/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2013.03.023,0.0.8
PSDI001B5C,InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,1.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001B60,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001B61,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",10.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2004.06.025,0.0.8
PSDI001B67,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001B6A,InChI=1S/C6H4F2/c7-5-1-2-6(8)4-3-5/h1-4H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001B9B,"InChI=1S/C9H10O/c1-7-3-5-9(6-4-7)8(2)10/h3-6H,1-2H3",1.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700612B,0.0.8
PSDI001BAF,"InChI=1S/C7H7NO2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3",1.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0045-6535(99)00082-X,0.0.8
PSDI001BB6,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3",0.46,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1039/D2EM00365A,0.0.8
PSDI001BBC,"InChI=1S/C7H9N/c1-6-2-4-7(8)5-3-6/h2-5H,8H2,1H3",4.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001BC1,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2021.129858,0.0.8
PSDI001BCE,"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",120.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620090606,0.0.8
PSDI001BCF,"InChI=1S/C8H10NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3",17.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001BDD,"InChI=1S/C13H19N3O4/c1-5-10(6-2)14-12-11(15(17)18)7-8(3)9(4)13(12)16(19)20/h7,10,14H,5-6H2,1-4H3",12.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1002/ETC.5620090606,0.0.8
PSDI001BEB,InChI=1S/C7H3Cl5O/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h1H3,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S002160101077,0.0.8
PSDI001BEC,InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2012.12.017,0.0.8
PSDI001BEE,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",0.01,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001BF0,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,2.7,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0045-6535(89)90482-7,0.0.8
PSDI001BF1,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,410.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00475967,0.0.8
PSDI001BFF,InChI=1S/C6HF5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001C17,"InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2",300.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(98)00351-3,0.0.8
PSDI001C21,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",24.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00216-015-9159-3,0.0.8
PSDI001C34,"InChI=1S/C11H16/c1-2-3-5-8-11-9-6-4-7-10-11/h4,6-7,9-10H,2-3,5,8H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0378-3812(99)00193-4,0.0.8
PSDI001C40,"InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0378-3812(94)80066-9,0.0.8
PSDI001C48,"InChI=1S/C8HF15O2/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h(H,24,25)",0.05,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2008.09.008,0.0.8
PSDI001C54,"InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3",24.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Bestimmung von \chem{H_2O_2} und organischen Peroxiden in Labor- und Feldmessungen mittels Umkehrphasen-Hochdruck-Fl\ussigkeitschromatographie und enzymatischer Nachs\""aulenderivatisierung""",0.0.8
PSDI001C62,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,0.18,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI001C7E,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",22.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700612B,0.0.8
PSDI001CEE,InChI=1S/CCl2O/c2-1(3)4,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00005A007,0.0.8
PSDI001D33,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2",4500.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI001D36,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3",1800.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI001D38,"InChI=1S/C5H12N2/c1-5-4-6-2-3-7-5/h5-7H,2-4H2,1H3",5000.0,25.0,InChI=1S/H2O/h1H2,Sander2023,Amine Volatility in \chem{CO_2} Capture,0.0.8
PSDI001D9F,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2004.08.040,0.0.8
PSDI001DB1,"InChI=1S/C3H6Cl2/c1-3(2,4)5/h1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001DBE,"InChI=1S/C5H8O4/c1-8-4(6)3-5(7)9-2/h3H2,1-2H3",38.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JP0368132,0.0.8
PSDI001DC5,"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)",13.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.WATRES.2017.04.074,0.0.8
PSDI001DDD,"InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2",3.8,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001DE0,"InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Experimentelle Bestimmung und Korrelierung von Verteilungskoeffizienten in verd\unnten L\""osungen""",0.0.8
PSDI001DE3,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",0.13,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES504540C,0.0.8
PSDI001DE6,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",71.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/S00216-015-9159-3,0.0.8
PSDI001DE8,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",0.43,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001DEA,"InChI=1S/C9H10O/c1-2-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.99,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE700612B,0.0.8
PSDI001DF4,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3",0.03,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.ATMOSENV.2005.06.021,0.0.8
PSDI001DF9,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",0.56,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ACS.JPCA.5B05174,0.0.8
PSDI001E02,"InChI=1S/C3H4/c1-3-2/h1H,2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/J100876A049,0.0.8
PSDI001E12,"InChI=1S/C8H15NO/c1-9-6-2-3-7(9)5-8(10)4-6/h6-8,10H,2-5H2,1H3",1300.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.IJGGC.2017.01.001,0.0.8
PSDI001E22,"InChI=1S/C6H8N2/c1-5-3-7-4-6(2)8-5/h3-4H,1-2H3",0.98,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/AC00114A029,0.0.8
PSDI001E29,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,0.41,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE300954S,0.0.8
PSDI001E34,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,1.1,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2009.05.005,0.0.8
PSDI001E4C,"InChI=1S/C12H13N3/c1-9-8-10(2)14-12(13-9)15-11-6-4-3-5-7-11/h3-8H,1-2H3,(H,13,14,15)",340.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.26502/JESPH.96120124,0.0.8
PSDI001E65,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,0.55,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/ES00140A018,0.0.8
PSDI001E6B,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",3100.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1007/BF00696639,0.0.8
PSDI001EFE,"InChI=1S/C10H14/c1-3-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001F02,InChI=1S/Se,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE60048A023,0.0.8
PSDI001F55,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHROMA.2014.03.040,0.0.8
PSDI001F91,"InChI=1S/C10H6F17NO2S/c1-2-28-31(29,30)10(26,27)8(21,22)6(17,18)4(13,14)3(11,12)5(15,16)7(19,20)9(23,24)25/h28H,2H2,1H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.HAZL.2022.100070,0.0.8
PSDI001F98,InChI=1S/O2S/c1-3-2,0.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1149/2.0291409JES,0.0.8
PSDI001F99,"InChI=1S/F6S/c1-7(2,3,4,5)6",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/S0967-0637(01)00051-6,0.0.8
PSDI001FA0,"InChI=1S/F2O2S/c1-5(2,3)4",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/IC50134A016,0.0.8
PSDI001FB2,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",1.4,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001FB3,"InChI=1S/C4H9Cl/c1-4(2,3)5/h1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JA00871A004,0.0.8
PSDI001FB6,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE3010535,0.0.8
PSDI001FFB,InChI=1S/C2Cl4/c3-1(4)2(5)6,0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.CHEMOSPHERE.2021.129858,0.0.8
PSDI001FFC,InChI=1S/C8H2Cl4O2/c9-4-2-1-14-8(13)3(2)5(10)7(12)6(4)11/h1H2,18.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/0045-6535(89)90482-7,0.0.8
PSDI002016,"InChI=1S/4C2H5.Pb/c4*1-2;/h4*1H2,2H3;",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1021/JE60017A016,0.0.8
PSDI00201C,"InChI=1S/CF4/c2-1(3,4)5",0.0,25.0,InChI=1S/H2O/h1H2,Sander2023,"Messung und Korrelierung von Gasl\oslichkeiten halogenierter Kohlenwasserstoffe""",0.0.8
PSDI002022,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.15,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2007.08.013,0.0.8
PSDI002024,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,0.08,25.0,InChI=1S/H2O/h1H2,Sander2023,10.1016/J.FLUID.2007.08.013,0.0.8
